242,T7Run242 Project Analysis,Reconstruction,153482608,44.52000046,2.390000105
243,T7Run243 Project Analysis,Reconstruction,143966096,43.34000015,2.390000105
244,T7Run244 Project Analysis,Reconstruction,134636976,42.79999924,2.390000105
245,T7Run245 Project Analysis,Reconstruction,112334760,39.91999817,2.390000105
246,T7Run246 Project Analysis,Reconstruction,561935232,78.73999786,2.529999971
247,T7Run247 Project Analysis,Reconstruction,571076288,81.26999664,2.529999971
248,T7Run248 Project Analysis,Reconstruction,566304192,79.94999695,2.529999971
249,T7Run249 Project Analysis,Reconstruction,573674880,83.94000244,2.539999962
250,T7Run250 Project Analysis,Reconstruction,540134400,82.12000275,2.539999962
251,T7Run251 Project Analysis,Reconstruction,507736928,82.05999756,2.539999962
252,T7Run252 Project Analysis,Reconstruction,431467008,77.11000061,2.539999962
253,T7Run253 Project Analysis,Reconstruction,60288588,39.81000137,2.880000114
254,T7Run254 Project Analysis,Reconstruction,61856180,40.91999817,2.880000114
255,T7Run255 Project Analysis,Reconstruction,60899132,40.38000107,2.880000114
256,T7Run256 Project Analysis,Reconstruction,62254964,41.93000031,2.880000114
257,T7Run257 Project Analysis,Reconstruction,57900328,40.70999908,2.880000114
258,T7Run258 Project Analysis,Reconstruction,52556840,39.20000076,2.880000114
259,T7Run259 Project Analysis,Reconstruction,41933536,35.40999985,2.880000114
260,T7Run260 Project Analysis,Reconstruction,412552224,132.5899963,2.970000029
261,T7Run261 Project Analysis,Reconstruction,416981312,138.4199982,2.970000029
262,T7Run262 Project Analysis,Reconstruction,414130944,135.7799988,2.970000029
263,T7Run263 Project Analysis,Reconstruction,413787232,144.6399994,2.970000029
264,T7Run264 Project Analysis,Reconstruction,386075168,139.9900055,2.970000029
265,T7Run265 Project Analysis,Reconstruction,357695808,135.4799957,2.970000029
266,T7Run266 Project Analysis,Reconstruction,297362784,121.4899979,2.970000029
267,T7Run267 Project Analysis,Reconstruction,1510772608,359.3299866,3.140000105
268,T7Run268 Project Analysis,Reconstruction,1513190016,376.0599976,3.140000105
269,T7Run269 Project Analysis,Reconstruction,1511163904,367.8399963,3.140000105
270,T7Run270 Project Analysis,Reconstruction,1484592384,393.1199951,3.140000105
271,T7Run271 Project Analysis,Reconstruction,1372372096,381.1499939,3.140000105
272,T7Run272 Project Analysis,Reconstruction,1277373184,365.8099976,3.140000105
273,T7Run273 Project Analysis,Reconstruction,1057999040,326.6600037,3.140000105
274,T7Run274 Project Analysis,Reconstruction,132009232,75.61000061,3.440000057
275,T7Run275 Project Analysis,Reconstruction,132411608,77.02999878,3.440000057
276,T7Run276 Project Analysis,Reconstruction,131957944,75.94000244,3.440000057
277,T7Run277 Project Analysis,Reconstruction,129714672,77.29000092,3.440000057
278,T7Run278 Project Analysis,Reconstruction,119283904,74.79000092,3.440000057
279,T7Run279 Project Analysis,Reconstruction,108953520,69.33999634,3.440000057
280,T7Run280 Project Analysis,Reconstruction,87375104,61.25999832,3.440000057
281,T7Run281 Project Analysis,Reconstruction,702602240,317.1499939,3.579999924
282,T7Run282 Project Analysis,Reconstruction,701162496,323.4100037,3.579999924
283,T7Run283 Project Analysis,Reconstruction,701496832,318.2399902,3.579999924
284,T7Run284 Project Analysis,Reconstruction,684662464,323.2399902,3.579999924
285,T7Run285 Project Analysis,Reconstruction,630130112,311.9200134,3.579999924
286,T7Run286 Project Analysis,Reconstruction,583954688,282.8200073,3.579999924
287,T7Run287 Project Analysis,Reconstruction,478390944,244.6799927,3.579999924
288,T7Run288 Project Analysis,Reconstruction,2066699264,-9999.990234,3.880000114
289,T7Run289 Project Analysis,Reconstruction,2055135744,-9999.990234,3.880000114
290,T7Run290 Project Analysis,Reconstruction,2062000384,-9999.990234,3.880000114
291,T7Run291 Project Analysis,Reconstruction,2000547328,-9999.990234,3.880000114
292,T7Run292 Project Analysis,Reconstruction,1831280512,-9999.990234,3.880000114
293,T7Run293 Project Analysis,Reconstruction,1708411520,-9999.990234,3.880000114
294,T7Run294 Project Analysis,Reconstruction,1399131648,794.3599854,3.880000114
295,T7Run295 Project Analysis,Reconstruction,177701696,120.6299973,3.960000038
296,T7Run296 Project Analysis,Reconstruction,176920880,121.2399979,3.960000038
297,T7Run297 Project Analysis,Reconstruction,177309520,120.5800018,3.960000038
298,T7Run298 Project Analysis,Reconstruction,172148208,119.6699982,3.960000038
299,T7Run299 Project Analysis,Reconstruction,156671360,113.4100037,3.960000038
300,T7Run300 Project Analysis,Reconstruction,144694240,104.6999969,3.960000038
301,T7Run301 Project Analysis,Reconstruction,115592200,88.94000244,3.960000038
302,T7Run302 Project Analysis,Reconstruction,822169280,504.2600098,4.090000153
303,T7Run303 Project Analysis,Reconstruction,817639168,506.2999878,4.090000153
304,T7Run304 Project Analysis,Reconstruction,820325632,503.8699951,4.090000153
305,T7Run305 Project Analysis,Reconstruction,795608448,498.5499878,4.090000153
