Run,Run Title,Alternative,NPV,IRR,AVE_IRI
202,T7Run202 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.03999996
203,T7Run203 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.03999996
204,T7Run204 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.51000023
205,T7Run205 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.51000023
206,T7Run206 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.51000023
207,T7Run207 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.51000023
208,T7Run208 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.51000023
209,T7Run209 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.51000023
210,T7Run210 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.51000023
211,T7Run211 Project Analysis,Minimum Maintenance (B),0,-9999.990234,4.989999771
212,T7Run212 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5
213,T7Run213 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5
214,T7Run214 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5
215,T7Run215 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5
216,T7Run216 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5
217,T7Run217 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.010000229
218,T7Run218 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.059999943
219,T7Run219 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.070000172
220,T7Run220 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.059999943
221,T7Run221 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.079999924
222,T7Run222 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.110000134
223,T7Run223 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.110000134
224,T7Run224 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.150000095
225,T7Run225 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.110000134
226,T7Run226 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.130000114
227,T7Run227 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.119999886
228,T7Run228 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.170000076
229,T7Run229 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.230000019
230,T7Run230 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.239999771
231,T7Run231 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.309999943
232,T7Run232 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.039999962
233,T7Run233 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.039999962
234,T7Run234 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.039999962
235,T7Run235 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.050000191
236,T7Run236 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.050000191
237,T7Run237 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.050000191
238,T7Run238 Project Analysis,Minimum Maintenance (B),0,-9999.990234,5.059999943
239,T7Run239 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.239999771
240,T7Run240 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.25
241,T7Run241 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.239999771
242,T7Run242 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.260000229
243,T7Run243 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.28000021
244,T7Run244 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.289999962
245,T7Run245 Project Analysis,Minimum Maintenance (B),0,-9999.990234,6.320000172
246,T7Run246 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.199999809
247,T7Run247 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.21999979
248,T7Run248 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.210000038
249,T7Run249 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.25
250,T7Run250 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.289999962
251,T7Run251 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.309999943
252,T7Run252 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.369999886
253,T7Run253 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.739999771
254,T7Run254 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.739999771
255,T7Run255 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.739999771
256,T7Run256 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.739999771
257,T7Run257 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.739999771
258,T7Run258 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.739999771
259,T7Run259 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.739999771
260,T7Run260 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.02999973
261,T7Run261 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.03999996
262,T7Run262 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.03999996
263,T7Run263 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.03999996
264,T7Run264 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.03999996
265,T7Run265 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.03999996
266,T7Run266 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.05000019
267,T7Run267 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.57999992
268,T7Run268 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.59000015
269,T7Run269 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.59000015
270,T7Run270 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.59000015
271,T7Run271 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.60000038
272,T7Run272 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.60000038
273,T7Run273 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.60999966
274,T7Run274 Project Analysis,Minimum Maintenance (B),0,-9999.990234,11.93999958
