Run Title,Alternative,NPV,IRR,AVE_IRI,
T5Run347 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.010000229,694
T5Run348 Project Analysis,Reconstruction,350405120,58.29999924,2.430000067,695
T5Run348 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.010000229,696
T5Run349 Project Analysis,Reconstruction,326488480,57.27000046,2.430000067,697
T5Run349 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.010000229,698
T5Run350 Project Analysis,Reconstruction,269448768,53.95000076,2.430000067,699
T5Run350 Project Analysis,Minimum Maintenance (B),0,-9999.990234,8.010000229,700
T5Run351 Project Analysis,Reconstruction,794026496,68.56999969,2.569999933,701
T5Run351 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.25,702
T5Run352 Project Analysis,Reconstruction,796283584,69.33000183,2.569999933,703
T5Run352 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.25,704
T5Run353 Project Analysis,Reconstruction,795556544,68.98000336,2.569999933,705
T5Run353 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.25,706
T5Run354 Project Analysis,Reconstruction,784413120,69.84999847,2.569999933,707
T5Run354 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.25,708
T5Run355 Project Analysis,Reconstruction,725150784,68.30999756,2.569999933,709
T5Run355 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.25,710
T5Run356 Project Analysis,Reconstruction,678244608,67.48999786,2.569999933,711
T5Run356 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.25,712
T5Run357 Project Analysis,Reconstruction,564609600,64.11000061,2.569999933,713
T5Run357 Project Analysis,Minimum Maintenance (B),0,-9999.990234,7.25,714
T5Run358 Project Analysis,Reconstruction,143406656,59.90000153,2.930000067,715
T5Run358 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.65999985,716
T5Run359 Project Analysis,Reconstruction,144199680,61.15999985,2.930000067,717
T5Run359 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.65999985,718
T5Run360 Project Analysis,Reconstruction,143629584,60.45000076,2.930000067,719
T5Run360 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.65999985,720
T5Run361 Project Analysis,Reconstruction,141873344,62.06000137,2.930000067,721
T5Run361 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.65999985,722
T5Run362 Project Analysis,Reconstruction,130623328,60.33000183,2.930000067,723
T5Run362 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.65999985,724
T5Run363 Project Analysis,Reconstruction,120136144,57.68999863,2.930000067,725
T5Run363 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.65999985,726
T5Run364 Project Analysis,Reconstruction,97059264,52.34000015,2.930000067,727
T5Run364 Project Analysis,Minimum Maintenance (B),0,-9999.990234,10.65999985,728
T5Run365 Project Analysis,Reconstruction,942913216,290.25,3.069999933,729
T5Run365 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.60000038,730
T5Run366 Project Analysis,Reconstruction,939093952,297.2600098,3.069999933,731
T5Run366 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.60000038,732
T5Run367 Project Analysis,Reconstruction,941301440,292.3299866,3.069999933,733
T5Run367 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.60000038,734
T5Run368 Project Analysis,Reconstruction,915107776,300.1000061,3.069999933,735
T5Run368 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.60000038,736
T5Run369 Project Analysis,Reconstruction,838460224,290.4400024,3.069999933,737
T5Run369 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.60000038,738
T5Run370 Project Analysis,Reconstruction,781508928,270.5899963,3.069999933,739
T5Run370 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.60000038,740
T5Run371 Project Analysis,Reconstruction,639870144,239.6100006,3.069999933,741
T5Run371 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.60000038,742
T5Run372 Project Analysis,Reconstruction,2413341440,655.8599854,3.230000019,743
T5Run372 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.68000031,744
T5Run373 Project Analysis,Reconstruction,2402251520,676.6900024,3.230000019,745
T5Run373 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.68000031,746
T5Run374 Project Analysis,Reconstruction,2409006080,662.1599731,3.230000019,747
T5Run374 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.68000031,748
T5Run375 Project Analysis,Reconstruction,2340515840,687.1699829,3.230000019,749
T5Run375 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.68000031,750
T5Run376 Project Analysis,Reconstruction,2146970624,666.8499756,3.230000019,751
T5Run376 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.68999958,752
T5Run377 Project Analysis,Reconstruction,2002923392,616.1099854,3.230000019,753
T5Run377 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.68000031,754
T5Run378 Project Analysis,Reconstruction,1644730368,544.2299805,3.230000019,755
T5Run378 Project Analysis,Minimum Maintenance (B),0,-9999.990234,12.68999958,756
T5Run379 Project Analysis,Reconstruction,216468800,111.4199982,3.539999962,757
T5Run379 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.01000023,758
T5Run380 Project Analysis,Reconstruction,215662352,112.5400009,3.539999962,759
T5Run380 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.01000023,760
T5Run381 Project Analysis,Reconstruction,216044256,111.5500031,3.539999962,761
T5Run381 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.01000023,762
T5Run382 Project Analysis,Reconstruction,210013040,111.7600021,3.539999962,763
T5Run382 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.01000023,764
T5Run383 Project Analysis,Reconstruction,191786144,107.2799988,3.539999962,765
T5Run383 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.01000023,766
T5Run384 Project Analysis,Reconstruction,177178736,99.22000122,3.539999962,767
T5Run384 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.01000023,768
T5Run385 Project Analysis,Reconstruction,142598016,86.45999908,3.539999962,769
T5Run385 Project Analysis,Minimum Maintenance (B),0,-9999.990234,13.01000023,770
T5Run386 Project Analysis,Reconstruction,1116955904,843.2000122,4.079999924,771
T5Run386 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.39999962,772
T5Run387 Project Analysis,Reconstruction,1108620416,840.5,4.079999924,773
T5Run387 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.39999962,774
T5Run388 Project Analysis,Reconstruction,1114118912,841.7399902,4.079999924,775
T5Run388 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.39999962,776
T5Run389 Project Analysis,Reconstruction,1075971072,816.8699951,4.079999924,777
T5Run389 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.39999962,778
T5Run390 Project Analysis,Reconstruction,979949184,745.7800293,4.079999924,779
T5Run390 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.39999962,780
T5Run391 Project Analysis,Reconstruction,917043456,701.6799927,4.079999924,781
T5Run391 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.39999962,782
T5Run392 Project Analysis,Reconstruction,747464576,577.3400269,4.079999924,783
T5Run392 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.40999985,784
T5Run393 Project Analysis,Reconstruction,2828262144,-9999.990234,5.090000153,785
T5Run393 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.30000019,786
T5Run394 Project Analysis,Reconstruction,2805597952,-9999.990234,5.090000153,787
T5Run394 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.30000019,788
T5Run395 Project Analysis,Reconstruction,2820769024,-9999.990234,5.090000153,789
T5Run395 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.30000019,790
T5Run396 Project Analysis,Reconstruction,2723307520,-9999.990234,5.090000153,791
T5Run396 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.30000019,792
T5Run397 Project Analysis,Reconstruction,2483101952,-9999.990234,5.090000153,793
T5Run397 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.30000019,794
T5Run398 Project Analysis,Reconstruction,2324153088,-9999.990234,5.090000153,795
T5Run398 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.30000019,796
T5Run399 Project Analysis,Reconstruction,1899243008,-9999.990234,5.090000153,797
T5Run399 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.30000019,798
T5Run400 Project Analysis,Reconstruction,244704688,155.6799927,4.050000191,799
T5Run400 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.06000042,800
T5Run401 Project Analysis,Reconstruction,243203088,155.9600067,4.050000191,801
T5Run401 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.06000042,802
T5Run402 Project Analysis,Reconstruction,244123360,155.5299988,4.050000191,803
T5Run402 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.06000042,804
T5Run403 Project Analysis,Reconstruction,236266880,153.5,4.050000191,805
T5Run403 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.06000042,806
T5Run404 Project Analysis,Reconstruction,214656176,143.9299927,4.050000191,807
T5Run404 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.06000042,808
T5Run405 Project Analysis,Reconstruction,199512368,134.2799988,4.050000191,809
T5Run405 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.06000042,810
T5Run406 Project Analysis,Reconstruction,160252160,113.3199997,4.050000191,811
T5Run406 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.06000042,812
T5Run407 Project Analysis,Reconstruction,1123302656,888.0700073,4.440000057,813
T5Run407 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.80000019,814
T5Run408 Project Analysis,Reconstruction,1114407168,881.3900146,4.440000057,815
T5Run408 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.80000019,816
T5Run409 Project Analysis,Reconstruction,1120359168,885.8499756,4.440000057,817
T5Run409 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.80000019,818
T5Run410 Project Analysis,Reconstruction,1081528192,856.0200195,4.440000057,819
T5Run410 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.80000019,820
T5Run411 Project Analysis,Reconstruction,984999296,780.9699707,4.440000057,821
T5Run411 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.81000042,822
T5Run412 Project Analysis,Reconstruction,921415360,731.9099731,4.440000057,823
T5Run412 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.80000019,824
T5Run413 Project Analysis,Reconstruction,750742080,599.3800049,4.449999809,825
T5Run413 Project Analysis,Minimum Maintenance (B),0,-9999.990234,14.81000042,826
T5Run414 Project Analysis,Reconstruction,2828257280,-9999.990234,5,827
T5Run414 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.22000027,828
T5Run415 Project Analysis,Reconstruction,2805592576,-9999.990234,5,829
T5Run415 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.22000027,830
T5Run416 Project Analysis,Reconstruction,2820763904,-9999.990234,5,831
T5Run416 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.22000027,832
T5Run417 Project Analysis,Reconstruction,2723302400,-9999.990234,5.010000229,833
T5Run417 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.22000027,834
T5Run418 Project Analysis,Reconstruction,2483096320,-9999.990234,5.010000229,835
T5Run418 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.22000027,836
T5Run419 Project Analysis,Reconstruction,2324147968,-9999.990234,5.010000229,837
T5Run419 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.22000027,838
T5Run420 Project Analysis,Reconstruction,1899237632,-9999.990234,5.010000229,839
T5Run420 Project Analysis,Minimum Maintenance (B),0,-9999.990234,15.22000027,840
