Run,Run Title,Alternative,NPV,IRR,AVE_IRI
298,T4Run298 Project Analysis,Reseal,61986704,67.04000092,11.88000011
299,T4Run299 Project Analysis,Reseal,53387484,63.61000061,11.88000011
300,T4Run300 Project Analysis,Reseal,50417344,59.38999939,11.88000011
301,T4Run301 Project Analysis,Reseal,37595724,51.31999969,11.88000011
302,T4Run302 Project Analysis,Reseal,373955008,266.980011,12.65999985
303,T4Run303 Project Analysis,Reseal,364087968,263.4299927,12.65999985
304,T4Run304 Project Analysis,Reseal,371302336,264.269989,12.65999985
305,T4Run305 Project Analysis,Reseal,345788256,253.75,12.65999985
306,T4Run306 Project Analysis,Reseal,302797536,243.1399994,12.65999985
307,T4Run307 Project Analysis,Reseal,289446848,220.9700012,12.65999985
308,T4Run308 Project Analysis,Reseal,228284896,192.0399933,12.65999985
309,T4Run309 Project Analysis,Reseal,893058944,-9999.990234,13.51000023
310,T4Run310 Project Analysis,Reseal,869006912,-9999.990234,13.51000023
311,T4Run311 Project Analysis,Reseal,886929408,-9999.990234,13.51000023
312,T4Run312 Project Analysis,Reseal,825619328,-9999.990234,13.51000023
313,T4Run313 Project Analysis,Reseal,724043648,886.6599731,13.51000023
314,T4Run314 Project Analysis,Reseal,695744768,793.5499878,13.51000023
315,T4Run315 Project Analysis,Reseal,549898432,660.1300049,13.51000023
316,T4Run316 Project Analysis,Reseal,45161972,36.70000076,4.320000172
317,T4Run317 Project Analysis,Reseal,44963184,36.79999924,4.320000172
318,T4Run318 Project Analysis,Reseal,44922352,36.72999954,4.320000172
319,T4Run319 Project Analysis,Reseal,43511708,36.68999863,4.320000172
320,T4Run320 Project Analysis,Reseal,39780000,35.93999863,4.320000172
321,T4Run321 Project Analysis,Reseal,35843272,34.79000092,4.320000172
322,T4Run322 Project Analysis,Reseal,28273770,32.59000015,4.329999924
323,T4Run323 Project Analysis,Reseal,338554880,75.20999908,3.99000001
324,T4Run324 Project Analysis,Reseal,337327904,75.69000244,3.99000001
325,T4Run325 Project Analysis,Reseal,337586976,75.51999664,3.99000001
326,T4Run326 Project Analysis,Reseal,328571744,76.12999725,3.99000001
327,T4Run327 Project Analysis,Reseal,302778464,75.48999786,3.99000001
328,T4Run328 Project Analysis,Reseal,279158784,73.97000122,3.99000001
329,T4Run329 Project Analysis,Reseal,228580000,71.41999817,3.99000001
330,T4Run330 Project Analysis,Reseal,629750848,67.97000122,4.010000229
