Run,TG,Co,Tv,GE,,NPV,IRR,AVE_IRI,NPV DELTA,IRR DELTA,AVE_IRI DELTA,NPV DELTA,IRR DELTA,AVE_IRI DELTA,NPV DELTA,IRR DELTA,AVE_IRI DELTA,NPV DELTA,IRR DELTA,AVE_IRI DELTA
387,4,3,1,1,,903475584,363.230011,3.599999905,2752960,6.8000183,0,"727,895,264",277,0.16,332494656,209,0.61,"202,313,088",40,0
388,4,3,1,2,,904658304,357.5700073,3.599999905,1182720,5.6600037,0,"729,500,752",273,0.16,336556416,207,0.61,"203,161,472",39,0
389,4,3,1,3,,881290304,362.769989,3.599999905,23368000,5.1999817,0,"709,460,672",276,0.16,316614848,202,0.61,"196,627,840",40,0
390,4,3,1,4,,810092096,349.9899902,3.599999905,71198208,12.7799988,0,"652,008,096",266,0.16,284786432,194,0.61,"179,961,984",38,0
391,4,3,1,5,,752169344,317.269989,3.599999905,57922752,32.7200012,0,"607,122,816",240,0.16,264865344,167,0.61,"168,214,656",34,0
392,4,3,1,6,,616280896,274.269989,3.599999905,135888448,43,0,"499,192,856",206,0.16,211646624,139,0.61,"137,889,952",30,0
393,4,3,2,0,,2606264064,-9999.990234,3.920000076,,,,"1,700,035,520","10,356",0.32,590508544,10405,0.74,"539,564,800", -   ,0
394,4,3,2,1,,2590703104,-9999.990234,3.920000076,15560960,0,0,"1,687,227,520","10,363",0.32,575769088,10424,0.74,"535,567,360", -   ,0
395,4,3,2,2,,2600177664,-9999.990234,3.920000076,9474560,0,0,"1,695,519,360","10,358",0.32,585202560,10414,0.74,"538,177,280", -   ,0
396,4,3,2,3,,2520626688,-9999.990234,3.920000076,79550976,0,0,"1,639,336,384","10,363",0.32,547208704,10442,0.74,"520,079,360", -   ,0
397,4,3,2,4,,2305556736,-9999.990234,3.920000076,215069952,0,0,"1,495,464,640","10,350",0.32,485802112,10429,0.74,"474,276,224", -   ,0
398,4,3,2,5,,2152897024,-9999.990234,3.920000076,152659712,0,0,"1,400,727,680","10,317",0.32,458602496,10411,0.74,"444,485,504", -   ,0
399,4,3,2,6,,1763094144,898.4099731,3.920000076,389802880,10898.40021,0,"1,146,813,248",624,0.32,361593728,531,0.74,"363,962,496",104,0
400,4,4,0,0,,227965072,134.0500031,3.970000029,,,,"2,378,298,992","10,134",0.05,52689648,50,0.53,"50,263,376",13,0
401,4,4,0,1,,226900560,134.7400055,3.970000029,1064512,0.6900024,0,"2,363,802,544","10,135",0.05,51320240,49,0.53,"49,979,680",14,0
402,4,4,0,2,,227459840,134,3.970000029,559280,0.7400055,0,"2,372,717,824","10,134",0.05,52302288,49,0.53,"50,150,320",13,0
403,4,4,0,3,,220785600,133.0099945,3.970000029,6674240,0.9900055,0,"2,299,841,088","10,133",0.05,48955968,47,0.53,"48,637,392",13,0
404,4,4,0,4,,201145072,126.1600037,3.970000029,19640528,6.8499908,0,"2,104,411,664","10,126",0.05,43061072,43,0.53,"44,473,712",13,0
405,4,4,0,5,,186270096,116.5400009,3.970000029,14874976,9.6200028,0,"1,966,626,928","10,117",0.05,41223568,39,0.53,"41,575,856",12,0
406,4,4,0,6,,149676688,99.23000336,3.970000029,36593408,17.30999754,0,"1,613,417,456",799,0.05,32588648,30,0.53,"34,084,488",10,0
407,4,4,1,0,,1033896384,562.9099731,4.110000134,,,,"805,931,312",429,0.14,127667840,206,0.51,"211,727,104",59,0
408,4,4,1,1,,1027760768,565.0300293,4.110000134,6135616,2.1200562,0,"800,860,208",430,0.14,124285184,202,0.51,"210,121,600",59,0
409,4,4,1,2,,1031538880,562.4500122,4.110000134,3778112,2.5800171,0,"804,079,040",428,0.14,126880576,205,0.51,"211,213,248",59,0
410,4,4,1,3,,999897856,556.289978,4.110000134,31641024,6.1600342,0,"779,112,256",423,0.14,118607552,194,0.51,"204,289,408",58,0
411,4,4,1,4,,913276416,521.8699951,4.110000134,86621440,34.4199829,0,"712,131,344",396,0.14,103184320,172,0.51,"186,409,152",54,0
412,4,4,1,5,,852794048,481.1700134,4.110000134,60482368,40.6999817,0,"666,523,952",365,0.14,100624704,164,0.51,"174,566,976",50,0
413,4,4,1,6,,695791680,400.1799927,4.110000134,157002368,80.9900207,0,"546,114,992",301,0.14,79510784,126,0.51,"143,068,928",42,0
414,4,4,2,0,,2775362048,-9999.990234,4.449999809,,,,"1,741,465,664","10,563",0.34,169097984,0,0.53,"542,103,296", -   ,0
415,4,4,2,1,,2754782720,-9999.990234,4.449999809,20579328,0,0,"1,727,021,952","10,565",0.34,164079616,0,0.53,"537,349,120", -   ,0
416,4,4,2,2,,2768443136,-9999.990234,4.449999809,13660416,0,0,"1,736,904,256","10,562",0.34,168265472,0,0.53,"540,683,008", -   ,0
417,4,4,2,3,,2676181248,-9999.990234,4.449999809,92261888,0,0,"1,676,283,392","10,556",0.34,155554560,0,0.53,"521,831,936", -   ,0
418,4,4,2,4,,2440260864,-9999.990234,4.449999809,235920384,0,0,"1,526,984,448","10,522",0.34,134704128,0,0.53,"475,821,824", -   ,0
419,4,4,2,5,,2284357888,-9999.990234,4.449999809,155902976,0,0,"1,431,563,840","10,481",0.34,131460864,0,0.53,"445,250,432", -   ,0
420,4,4,2,6,,1868889728,-9999.990234,4.449999809,415468160,0,0,"1,173,098,048","10,400",0.34,105795584,10898,0.53,"365,162,880", -   ,0
,,,,,,,,,"32,105,979.97",128,0,"719,368,085","2,373",0.27,"243,667,126","1,354",0.64,"129,419,978",82,0.02
